year;month;day;hora;marginalPT;marginalES;
2018;10;03;4;57;57;
2018;10;03;5;57;57;
2018;10;03;6;57;57;
2018;10;03;7;61.03;61.03;
2018;10;03;8;77;77;
2018;10;03;9;78.68;78.68;
2018;10;03;10;79.73;79.73;
2018;10;03;11;78;78;
2018;10;03;12;76.89;76.89;
2018;10;03;13;75.67;75.67;
2018;10;03;14;75.85;75.85;
2018;10;03;15;74.01;74.01;
2018;10;03;16;73.78;73.78;
2018;10;03;17;73.7;73.7;
2018;10;03;18;74.14;74.14;
2018;10;03;19;77.03;77.03;
2018;10;03;20;80;80;
2018;10;03;21;81.65;81.65;
2018;10;03;22;78.27;78.27;
2018;10;03;23;74.89;74.89;
2018;10;03;24;71.1;71.1;
2018;10;04;1;65.08;65.08;
2018;10;04;2;62.21;62.21;
2018;10;04;3;61.85;61.85;
2018;10;04;4;61.67;61.67;
2018;10;04;5;61.85;61.85;
2018;10;04;6;61.89;61.89;
2018;10;04;7;74.67;74.67;
2018;10;04;8;80.37;80.37;
2018;10;04;9;81.22;81.22;
2018;10;04;10;82.3;82.3;
2018;10;04;11;79.17;79.17;
2018;10;04;12;76.89;76.89;
2018;10;04;13;75.04;75.04;
2018;10;04;14;75.21;75.21;
2018;10;04;15;74.9;74.9;
2018;10;04;16;74.89;74.89;
2018;10;04;17;74.89;74.89;
2018;10;04;18;77.24;77.24;
2018;10;04;19;80;80;
2018;10;04;20;80.48;80.48;
2018;10;04;21;84.13;84.13;
2018;10;04;22;79.81;79.81;
2018;10;04;23;76.2;76.2;
2018;10;04;24;71.18;71.18;
2018;10;05;1;72.16;72.16;
2018;10;05;2;69.8;69.8;
2018;10;05;3;64.4;64.4;
2018;10;05;4;63.25;63.25;
2018;10;05;5;63.19;63.19;
2018;10;05;6;61.74;61.74;
2018;10;05;7;71.92;71.92;
2018;10;05;8;79.08;79.08;
2018;10;05;9;80;80;
2018;10;05;10;79.47;79.47;
2018;10;05;11;76.39;76.39;
2018;10;05;12;75;75;
2018;10;05;13;74.9;74.9;
2018;10;05;14;74.9;74.9;
2018;10;05;15;72.89;72.89;
2018;10;05;16;69.95;69.95;
2018;10;05;17;69.25;69.25;
2018;10;05;18;75;75;
2018;10;05;19;78.09;78.09;
2018;10;05;20;79.91;79.91;
2018;10;05;21;79.9;79.9;
2018;10;05;22;76.89;76.89;
2018;10;05;23;74.14;74.14;
2018;10;05;24;68.67;68.67;
2018;10;06;1;74.9;74.9;
2018;10;06;2;74.62;74.62;
2018;10;06;3;73.43;73.43;
2018;10;06;4;71.01;71.01;
2018;10;06;5;69.4;69.4;
2018;10;06;6;65.67;65.67;
2018;10;06;7;63.8;63.8;
2018;10;06;8;66.08;66.08;
2018;10;06;9;68;68;
2018;10;06;10;74.14;74.14;
2018;10;06;11;74.39;74.39;
2018;10;06;12;73.58;73.58;
2018;10;06;13;71.99;71.99;
2018;10;06;14;69.68;69.68;
2018;10;06;15;61.89;61.89;
2018;10;06;16;57.51;57.51;
2018;10;06;17;56.98;54.94;
2018;10;06;18;59.93;59.93;
2018;10;06;19;70;70;
2018;10;06;20;74.75;74.75;
2018;10;06;21;75.78;75.78;
2018;10;06;22;70;70;
2018;10;06;23;61.95;61.95;
2018;10;06;24;61.84;61.84;
2018;10;07;1;57.87;57.87;
2018;10;07;2;56.42;54.6;
2018;10;07;3;56.23;53;
2018;10;07;4;55.98;50.4;
2018;10;07;5;54.98;46.5;
2018;10;07;6;53.23;46;
2018;10;07;7;52.98;49.97;
2018;10;07;8;53.5;53.5;
2018;10;07;9;54.2;54.2;
2018;10;07;10;55.98;55.98;
2018;10;07;11;55.98;55.09;
2018;10;07;12;56.39;55.13;
2018;10;07;13;57.39;54.06;
2018;10;07;14;60;50.9;
2018;10;07;15;60.88;49.91;
2018;10;07;16;60.88;49.05;
2018;10;07;17;72.72;50.21;
2018;10;07;18;73.58;55.48;
2018;10;07;19;63.01;63.01;
2018;10;07;20;72.2;72.2;
2018;10;07;21;77.07;77.07;
2018;10;07;22;71.47;71.47;
2018;10;07;23;69.11;69.11;
2018;10;07;24;64.02;64.02;
2018;10;08;1;55.88;55.88;
2018;10;08;2;53.98;53.98;
2018;10;08;3;51.5;51.5;
2018;10;08;4;50.39;50.39;
2018;10;08;5;50.39;50.39;
2018;10;08;6;53.4;53.4;
2018;10;08;7;62.94;62.94;
2018;10;08;8;73.67;73.67;
2018;10;08;9;74.67;74.67;
2018;10;08;10;74.04;74.04;
2018;10;08;11;73;73;
2018;10;08;12;72.88;72.88;
2018;10;08;13;71.69;71.69;
2018;10;08;14;71.69;71.69;
2018;10;08;15;70.73;70.73;
2018;10;08;16;70.53;70.53;
2018;10;08;17;71;71;
2018;10;08;18;74.9;74.9;
2018;10;08;19;75;75;
2018;10;08;20;76.34;76.34;
2018;10;08;21;79.23;79.23;
2018;10;08;22;78.31;78.31;
2018;10;08;23;74.27;74.27;
2018;10;08;24;71.69;71.69;
2018;10;09;1;68.51;68.51;
2018;10;09;2;62.51;62.51;
2018;10;09;3;61.23;61.23;
2018;10;09;4;60.15;60.15;
2018;10;09;5;59.76;59.76;
2018;10;09;6;60.77;60.77;
2018;10;09;7;74.27;74.27;
2018;10;09;8;74.25;74.25;
2018;10;09;9;74.29;74.29;
2018;10;09;10;74.81;74.81;
2018;10;09;11;74.81;74.81;
2018;10;09;12;72.2;72.2;
2018;10;09;13;72.05;72.05;
2018;10;09;14;71;71;
2018;10;09;15;66.72;66.72;
2018;10;09;16;67.25;67.25;
2018;10;09;17;70.79;70.79;
2018;10;09;18;74.27;74.27;
2018;10;09;19;72.78;72.78;
2018;10;09;20;74.27;74.27;
2018;10;09;21;77.62;77.62;
2018;10;09;22;77.24;77.24;
2018;10;09;23;70.02;70.02;
2018;10;09;24;63.15;63.15;
2018;10;10;1;62.47;62.47;
2018;10;10;2;59.64;59.64;
2018;10;10;3;58.11;58.11;
2018;10;10;4;57.63;57.63;
2018;10;10;5;57.6;57.6;
2018;10;10;6;56.93;56.93;
2018;10;10;7;72.16;72.16;
2018;10;10;8;75.36;75.36;
2018;10;10;9;76.82;76.82;
2018;10;10;10;77.2;77.2;
2018;10;10;11;77.54;77.54;
2018;10;10;12;74.49;74.49;
2018;10;10;13;73;73;
2018;10;10;14;69.39;69.39;
2018;10;10;15;65.27;65.27;
2018;10;10;16;61.45;61.45;
2018;10;10;17;61.19;61.19;
2018;10;10;18;69.3;69.3;
2018;10;10;19;70.46;70.46;
2018;10;10;20;73.01;73.01;
2018;10;10;21;73.82;73.82;
2018;10;10;22;71.07;71.07;
2018;10;10;23;62.4;62.4;
2018;10;10;24;59.63;59.63;
2018;10;11;1;56.93;56.93;
2018;10;11;2;53.53;53.53;
2018;10;11;3;50.03;50.03;
2018;10;11;4;49.67;49.67;
2018;10;11;5;49.57;49.57;
2018;10;11;6;49.87;49.87;
2018;10;11;7;56.12;56.12;
2018;10;11;8;70.05;70.05;
2018;10;11;9;72.85;72.85;
2018;10;11;10;73.36;73.36;
2018;10;11;11;73.17;73.17;
2018;10;11;12;70.78;70.78;
2018;10;11;13;70.15;70.15;
2018;10;11;14;66.83;66.83;
2018;10;11;15;62;62;
2018;10;11;16;61.46;61.46;
2018;10;11;17;65.06;65.06;
2018;10;11;18;72.85;72.85;
2018;10;11;19;73.65;73.65;
2018;10;11;20;75;75;
2018;10;11;21;76.44;76.44;
2018;10;11;22;72.82;72.82;
2018;10;11;23;69.68;69.68;
2018;10;11;24;65.03;65.03;
2018;10;12;1;57.22;57.22;
2018;10;12;2;54.99;54.99;
2018;10;12;3;52.25;52.25;
2018;10;12;4;50.43;50.43;
2018;10;12;5;50.3;50.3;
2018;10;12;6;50.3;50.3;
2018;10;12;7;56.63;56.63;
2018;10;12;8;65.2;65.2;
2018;10;12;9;68.01;68.01;
2018;10;12;10;69.76;69.76;
2018;10;12;11;69.64;69.64;
2018;10;12;12;66.14;66.14;
2018;10;12;13;63.73;63.73;
2018;10;12;14;56.9;56.9;
2018;10;12;15;56.64;56.64;
2018;10;12;16;56.06;55;
2018;10;12;17;56.96;56.96;
2018;10;12;18;67.32;67.32;
2018;10;12;19;68.68;68.68;
2018;10;12;20;70.46;70.46;
2018;10;12;21;72.82;72.82;
2018;10;12;22;70.15;70.15;
2018;10;12;23;67.85;67.85;
2018;10;12;24;62.41;62.41;
2018;10;13;1;64.45;64.45;
2018;10;13;2;57.11;57.11;
2018;10;13;3;54.87;54.87;
2018;10;13;4;54.57;54.57;
2018;10;13;5;54.42;54.42;
2018;10;13;6;54.17;54.17;
2018;10;13;7;54.47;54.47;
2018;10;13;8;58.71;58.71;
2018;10;13;9;62.9;62.9;
2018;10;13;10;65.92;65.92;
2018;10;13;11;64.93;64.93;
2018;10;13;12;60.46;60.46;
2018;10;13;13;58.82;58.82;
2018;10;13;14;58.35;58.35;
2018;10;13;15;57.19;57.19;
2018;10;13;16;54.87;54.87;
2018;10;13;17;54.87;54.87;
2018;10;13;18;60.46;60.46;
2018;10;13;19;64.93;64.93;
2018;10;13;20;72.82;72.82;
2018;10;13;21;75.4;75.4;
2018;10;13;22;73.36;73.36;
2018;10;13;23;70.15;70.15;
2018;10;13;24;69.39;69.39;
2018;10;14;1;54.47;54.47;
2018;10;14;2;54.05;54.05;
2018;10;14;3;50.03;50.03;
2018;10;14;4;49.47;49.47;
2018;10;14;5;46.44;46.44;
2018;10;14;6;40;40;
2018;10;14;7;38.39;38.39;
2018;10;14;8;38.5;38.5;
2018;10;14;9;38.87;38.87;
2018;10;14;10;49.05;49.05;
2018;10;14;11;50;50;
2018;10;14;12;49.6;49.6;
2018;10;14;13;50.34;50.34;
2018;10;14;14;53.5;53.5;
2018;10;14;15;54.01;54.01;
2018;10;14;16;51.6;51.6;
2018;10;14;17;51.6;51.6;
2018;10;14;18;54.2;54.2;
2018;10;14;19;56.56;56.56;
2018;10;14;20;68.09;68.09;
2018;10;14;21;73.36;73.36;
2018;10;14;22;71.62;71.62;
2018;10;14;23;70.09;70.09;
2018;10;14;24;68.78;66.57;
2018;10;15;1;56.65;49.23;
2018;10;15;2;57.19;39.5;
2018;10;15;3;56.65;35.81;
2018;10;15;4;52.25;35.61;
2018;10;15;5;50.43;33;
2018;10;15;6;48.25;42;
2018;10;15;7;50.43;50.43;
2018;10;15;8;57.16;57.16;
2018;10;15;9;63.57;63.57;
2018;10;15;10;65.18;65.18;
2018;10;15;11;66.78;66.78;
2018;10;15;12;65.97;65.97;
2018;10;15;13;69.89;69.89;
2018;10;15;14;70;70;
2018;10;15;15;69.64;69.64;
2018;10;15;16;70.46;70.46;
2018;10;15;17;71.86;71.86;
2018;10;15;18;73.47;73.47;
2018;10;15;19;74.25;74.25;
2018;10;15;20;75.14;75.14;
2018;10;15;21;78.89;78.89;
2018;10;15;22;75.57;75.57;
2018;10;15;23;70.46;70.46;
2018;10;15;24;69.39;69.39;
2018;10;16;1;71.07;71.07;
2018;10;16;2;70.46;70.46;
2018;10;16;3;69.64;69.64;
2018;10;16;4;68.95;68.95;
2018;10;16;5;66.8;66.8;
2018;10;16;6;66.48;66.48;
2018;10;16;7;73.36;73.36;
2018;10;16;8;76.11;76.11;
2018;10;16;9;76.34;76.34;
2018;10;16;10;76.56;76.56;
2018;10;16;11;76.44;76.44;
2018;10;16;12;75.68;75.68;
2018;10;16;13;74.51;74.51;
2018;10;16;14;74.57;74.57;
2018;10;16;15;71.79;71.79;
2018;10;16;16;72.41;72.41;
2018;10;16;17;74.04;74.04;
2018;10;16;18;75.45;75.45;
2018;10;16;19;75.25;75.25;
2018;10;16;20;75.57;75.57;
2018;10;16;21;78.78;78.78;
2018;10;16;22;76.71;76.71;
2018;10;16;23;73.36;73.36;
2018;10;16;24;70;70;
2018;10;17;1;70.15;70.15;
2018;10;17;2;70.08;70.08;
2018;10;17;3;68.95;68.95;
2018;10;17;4;66.89;66.89;
2018;10;17;5;64.93;64.93;
2018;10;17;6;63.76;63.76;
2018;10;17;7;73.6;73.6;
2018;10;17;8;75.56;75.56;
2018;10;17;9;75.89;75.89;
2018;10;17;10;76.03;76.03;
2018;10;17;11;75.57;75.57;
2018;10;17;12;75;75;
2018;10;17;13;75.09;75.09;
2018;10;17;14;74.51;74.51;
2018;10;17;15;72.25;72.25;
2018;10;17;16;71.84;71.84;
2018;10;17;17;73.36;73.36;
2018;10;17;18;73.65;73.65;
2018;10;17;19;73.08;73.08;
2018;10;17;20;74.51;74.51;
2018;10;17;21;76.61;76.61;
2018;10;17;22;75.57;75.57;
2018;10;17;23;70;70;
2018;10;17;24;63.08;63.08;
2018;10;18;1;65.94;65.94;
2018;10;18;2;61.33;61.33;
2018;10;18;3;57.37;57.37;
2018;10;18;4;55.95;55.95;
2018;10;18;5;54.5;54.5;
2018;10;18;6;54.09;54.09;
2018;10;18;7;61.06;61.06;
2018;10;18;8;70.42;70.42;
2018;10;18;9;71.46;71.47;
2018;10;18;10;71.2;71.93;
2018;10;18;11;71.2;72.1;
2018;10;18;12;71.1;71.1;
2018;10;18;13;70.15;70.15;
2018;10;18;14;68.95;68.95;
2018;10;18;15;64.16;64.16;
2018;10;18;16;62.53;62.53;
2018;10;18;17;62.53;62.53;
2018;10;18;18;70.5;70.5;
2018;10;18;19;70;70;
2018;10;18;20;71.01;71.01;
2018;10;18;21;74.1;74.1;
2018;10;18;22;66.22;66.22;
2018;10;18;23;62.07;62.07;
2018;10;18;24;59.32;59.32;
2018;10;19;1;54.12;54.12;
2018;10;19;2;52.51;52.51;
2018;10;19;3;50.63;50.63;
2018;10;19;4;49.94;49.94;
2018;10;19;5;50.22;50.22;
2018;10;19;6;52.25;52.25;
2018;10;19;7;57.16;57.16;
2018;10;19;8;69.17;69.17;
2018;10;19;9;70;70;
2018;10;19;10;70.11;70.46;
2018;10;19;11;70.11;70.46;
2018;10;19;12;70;70;
2018;10;19;13;69.4;69.4;
2018;10;19;14;63.5;63.5;
2018;10;19;15;60.91;60.91;
2018;10;19;16;60.92;60.92;
2018;10;19;17;62.17;62.17;
2018;10;19;18;68.95;68.95;
2018;10;19;19;68.95;68.95;
2018;10;19;20;70;70;
2018;10;19;21;73.19;73.19;
2018;10;19;22;68.95;68.95;
2018;10;19;23;60.43;60.43;
2018;10;19;24;57.98;57.98;
2018;10;20;1;64.75;64.75;
2018;10;20;2;56.55;56.55;
2018;10;20;3;53.01;53.01;
2018;10;20;4;52.55;52.55;
2018;10;20;5;52.46;52.46;
2018;10;20;6;51.2;51.2;
2018;10;20;7;52.4;52.4;
2018;10;20;8;56.03;56.03;
2018;10;20;9;60;60;
2018;10;20;10;67.26;67.26;
2018;10;20;11;66.48;66.48;
2018;10;20;12;61.78;61.78;
2018;10;20;13;59.21;59.21;
2018;10;20;14;57.35;57.35;
2018;10;20;15;55.01;55.01;
2018;10;20;16;53.05;53.05;
2018;10;20;17;55.11;55.11;
2018;10;20;18;61.24;61.24;
2018;10;20;19;68.4;68.4;
2018;10;20;20;70.01;70.01;
2018;10;20;21;71.69;71.69;
2018;10;20;22;64.75;64.75;
2018;10;20;23;60.01;60.01;
2018;10;20;24;60.86;60.86;
2018;10;21;1;55;55;
2018;10;21;2;54.01;54.01;
2018;10;21;3;51.53;51.53;
2018;10;21;4;50.5;50.5;
2018;10;21;5;50.33;50.33;
2018;10;21;6;50.5;50.5;
2018;10;21;7;52.02;52.02;
2018;10;21;8;56.03;56.03;
2018;10;21;9;59;59;
2018;10;21;10;61.03;61.03;
2018;10;21;11;60.94;60.94;
2018;10;21;12;60.79;60.79;
2018;10;21;13;61;61;
2018;10;21;14;65.92;65.92;
2018;10;21;15;66.16;66.16;
2018;10;21;16;60;60;
2018;10;21;17;58.64;58.64;
2018;10;21;18;60.99;60.99;
2018;10;21;19;68.95;68.95;
2018;10;21;20;72.82;72.82;
2018;10;21;21;72.5;72.5;
2018;10;21;22;71.01;71.01;
2018;10;21;23;69.69;69.69;
2018;10;21;24;66.56;66.56;
2018;10;22;1;60.59;60.59;
2018;10;22;2;56.55;56.55;
2018;10;22;3;54.64;54.64;
2018;10;22;4;54.08;54.08;
2018;10;22;5;53.55;53.55;
2018;10;22;6;53.55;53.55;
2018;10;22;7;60;60;
2018;10;22;8;71.31;71.31;
2018;10;22;9;72.89;72.89;
2018;10;22;10;72.82;72.82;
2018;10;22;11;71.15;71.15;
2018;10;22;12;70.17;70.17;
2018;10;22;13;68.37;68.37;
2018;10;22;14;62.17;62.17;
2018;10;22;15;58.79;58.79;
2018;10;22;16;58;58;
2018;10;22;17;57.88;57.88;
2018;10;22;18;66.54;66.54;
2018;10;22;19;68.17;68.17;
2018;10;22;20;70.03;70.03;
2018;10;22;21;72.82;72.82;
2018;10;22;22;67.55;67.55;
2018;10;22;23;59.72;59.72;
2018;10;22;24;55.11;55.11;
2018;10;23;1;54.23;54.23;
2018;10;23;2;52.9;52.9;
2018;10;23;3;50.14;50.14;
2018;10;23;4;49.14;49.14;
2018;10;23;5;49;49;
2018;10;23;6;50;50;
2018;10;23;7;54.4;54.4;
2018;10;23;8;68.64;68.64;
2018;10;23;9;70;70;
2018;10;23;10;70.46;70.46;
2018;10;23;11;70.46;70.46;
2018;10;23;12;70.01;70.01;
2018;10;23;13;68.89;68.89;
2018;10;23;14;64.96;64.96;
2018;10;23;15;60.85;60.85;
2018;10;23;16;58.99;58.99;
2018;10;23;17;59.25;59.25;
2018;10;23;18;64.26;64.26;
2018;10;23;19;70.99;70.99;
2018;10;23;20;73.41;73.41;
2018;10;23;21;75.45;75.45;
2018;10;23;22;70.46;70.46;
2018;10;23;23;67.64;67.64;
2018;10;23;24;59.78;59.78;
2018;10;24;1;58.64;58.64;
2018;10;24;2;58.08;58.08;
2018;10;24;3;55.11;55.11;
2018;10;24;4;55;55;
2018;10;24;5;54.23;54.23;
2018;10;24;6;54.31;54.31;
2018;10;24;7;58;58;
2018;10;24;8;70.46;70.46;
2018;10;24;9;73.34;73.34;
2018;10;24;10;73.36;73.36;
2018;10;24;11;73.36;73.36;
2018;10;24;12;71.51;71.51;
2018;10;24;13;70.67;70.67;
2018;10;24;14;70;70;
2018;10;24;15;67;67;
2018;10;24;16;64.2;64.2;
2018;10;24;17;64.93;64.93;
2018;10;24;18;67.85;67.85;
2018;10;24;19;69.17;69.17;
2018;10;24;20;72.24;72.24;
2018;10;24;21;75;75;
2018;10;24;22;73.36;73.36;
2018;10;24;23;68.62;68.62;
2018;10;24;24;66.9;66.9;
2018;10;25;1;65.2;65.2;
2018;10;25;2;64.75;64.75;
2018;10;25;3;60.19;60.19;
2018;10;25;4;59.87;59.87;
2018;10;25;5;59.85;59.85;
2018;10;25;6;62.01;62.01;
2018;10;25;7;68.94;68.94;
2018;10;25;8;73.45;73.45;
2018;10;25;9;74.75;74.75;
2018;10;25;10;75.36;75.36;
2018;10;25;11;75.18;75.18;
2018;10;25;12;74.07;74.07;
2018;10;25;13;74.25;74.25;
2018;10;25;14;74.05;74.05;
2018;10;25;15;72.82;72.82;
2018;10;25;16;70.15;70.15;
2018;10;25;17;70;70;
2018;10;25;18;74.15;74.15;
2018;10;25;19;74.67;74.67;
2018;10;25;20;75.75;75.75;
2018;10;25;21;78.05;78.05;
2018;10;25;22;75.75;75.75;
2018;10;25;23;72.39;72.39;
2018;10;25;24;70;70;
2018;10;26;1;72.82;72.82;
2018;10;26;2;70.46;70.46;
2018;10;26;3;69.39;69.39;
2018;10;26;4;67.08;67.08;
2018;10;26;5;65.41;65.41;
2018;10;26;6;65.18;65.18;
2018;10;26;7;70.22;70.22;
2018;10;26;8;75.01;75.01;
2018;10;26;9;76.01;76.01;
2018;10;26;10;77.06;77.06;
2018;10;26;11;77.14;77.14;
2018;10;26;12;77.01;77.01;
2018;10;26;13;76.82;76.82;
2018;10;26;14;74.23;74.23;
2018;10;26;15;70.46;70.46;
2018;10;26;16;69.36;69.36;
2018;10;26;17;68.01;68.01;
2018;10;26;18;69.64;69.64;
2018;10;26;19;70.15;70.15;
2018;10;26;20;71.78;71.78;
2018;10;26;21;73.65;73.65;
2018;10;26;22;68.2;68.2;
2018;10;26;23;66.02;66.02;
2018;10;26;24;64.02;64.02;
2018;10;27;1;68.49;68.49;
2018;10;27;2;64.51;64.51;
2018;10;27;3;61.65;61.65;
2018;10;27;4;54.6;54.6;
2018;10;27;5;53.07;53.07;
2018;10;27;6;53.14;53.14;
2018;10;27;7;53.99;53.99;
2018;10;27;8;55;55;
2018;10;27;9;55.49;55.49;
2018;10;27;10;66.18;66.18;
2018;10;27;11;70;70;
2018;10;27;12;69.39;69.39;
2018;10;27;13;65.99;65.99;
2018;10;27;14;65.61;65.61;
2018;10;27;15;60.17;60.17;
2018;10;27;16;53.56;53.56;
2018;10;27;17;52.6;52.6;
2018;10;27;18;52.6;52.6;
2018;10;27;19;53.35;53.35;
2018;10;27;20;63.11;63.11;
2018;10;27;21;70.44;70.44;
2018;10;27;22;68.95;68.95;
2018;10;27;23;65.18;65.18;
2018;10;27;24;59.49;59.49;
2018;10;28;1;64.47;64.47;
2018;10;28;2;54.83;54.83;
2018;10;28;3;52.4;52.4;
2018;10;28;4;50.12;50.12;
2018;10;28;5;45.92;45.92;
2018;10;28;6;44;44;
2018;10;28;7;44.79;44.79;
2018;10;28;8;47.27;47.27;
2018;10;28;9;48.86;48.86;
2018;10;28;10;50.1;50.1;
2018;10;28;11;51.1;51.1;
2018;10;28;12;50.1;50.1;
2018;10;28;13;50.62;50.62;
2018;10;28;14;52.6;52.6;
2018;10;28;15;51.9;51.9;
2018;10;28;16;49.68;49.68;
2018;10;28;17;46.99;46.99;
2018;10;28;18;47.36;47.36;
2018;10;28;19;54.92;54.92;
2018;10;28;20;65.02;65.02;
2018;10;28;21;69.14;69.14;
2018;10;28;22;70;70;
2018;10;28;23;70;70;
2018;10;28;24;68.61;68.61;
2018;10;28;25;60;60;
2018;10;29;1;51.75;51.75;
2018;10;29;2;48;48;
2018;10;29;3;42.92;42.92;
2018;10;29;4;36.33;36.33;
2018;10;29;5;36.66;36.66;
2018;10;29;6;47.62;47.62;
2018;10;29;7;53.31;53.31;
2018;10;29;8;65.5;65.5;
2018;10;29;9;68.69;68.69;
2018;10;29;10;69.1;69.1;
2018;10;29;11;66.87;66.87;
2018;10;29;12;64.01;64.01;
2018;10;29;13;61.41;61.41;
2018;10;29;14;63.97;63.97;
2018;10;29;15;57.05;57.05;
2018;10;29;16;56.01;56.01;
2018;10;29;17;58.07;58.07;
2018;10;29;18;65.86;65.86;
2018;10;29;19;69.64;69.64;
2018;10;29;20;73.36;73.36;
2018;10;29;21;75.57;75.57;
2018;10;29;22;73;73;
2018;10;29;23;69.39;69.39;
2018;10;29;24;65.01;65.01;
2018;10;30;1;54.08;54.08;
2018;10;30;2;53.13;53.13;
2018;10;30;3;52.9;52.9;
2018;10;30;4;52.52;52.52;
2018;10;30;5;53;53;
2018;10;30;6;55.49;55.49;
2018;10;30;7;59.2;59.2;
2018;10;30;8;67.9;67.9;
2018;10;30;9;69.69;69.69;
2018;10;30;10;70.4;70.4;
2018;10;30;11;70.42;70.42;
2018;10;30;12;70.25;70.25;
2018;10;30;13;70.45;70.45;
2018;10;30;14;70.2;70.2;
2018;10;30;15;69.43;69.43;
2018;10;30;16;67.81;67.81;
2018;10;30;17;67.89;67.89;
2018;10;30;18;69.72;69.72;
2018;10;30;19;70.09;70.09;
2018;10;30;20;72.1;72.1;
2018;10;30;21;74.28;74.28;
2018;10;30;22;73.01;73.01;
2018;10;30;23;70.29;70.29;
2018;10;30;24;65.46;65.46;
2018;10;31;1;65.55;65.55;
2018;10;31;2;60.77;60.77;
2018;10;31;3;59.57;59.57;
2018;10;31;4;56.16;56.16;
2018;10;31;5;55.49;55.49;
2018;10;31;6;57.05;57.05;
2018;10;31;7;68.68;68.68;
2018;10;31;8;71.07;71.07;
2018;10;31;9;71.7;71.7;
2018;10;31;10;72.98;72.98;
2018;10;31;11;73.1;73.1;
2018;10;31;12;71.9;71.9;
2018;10;31;13;71.9;71.9;
2018;10;31;14;72.1;72.1;
2018;10;31;15;71.61;71.61;
2018;10;31;16;71.18;71.18;
2018;10;31;17;71.22;71.22;
2018;10;31;18;72.59;72.59;
2018;10;31;19;73;73;
2018;10;31;20;74.81;74.81;
2018;10;31;21;75.93;75.93;
2018;10;31;22;70.13;70.13;
2018;10;31;23;67.89;67.89;
2018;10;31;24;67.64;67.64;
2018;11;01;1;71.61;71.61;
2018;11;01;2;68.71;68.71;
2018;11;01;3;67.64;67.64;
2018;11;01;4;66.53;66.53;
2018;11;01;5;62.45;62.45;
2018;11;01;6;59.2;59.2;
2018;11;01;7;59.2;59.2;
2018;11;01;8;59.52;59.52;
2018;11;01;9;59.2;59.2;
2018;11;01;10;64.18;64.18;
2018;11;01;11;64.99;64.99;
2018;11;01;12;64.46;64.46;
2018;11;01;13;62.88;62.88;
2018;11;01;14;63.28;63.28;
2018;11;01;15;58.36;58.36;
2018;11;01;16;54.69;54.69;
2018;11;01;17;54.49;54.49;
2018;11;01;18;62.99;62.99;
2018;11;01;19;70.69;70.69;
2018;11;01;20;71.28;71.28;
2018;11;01;21;71.07;71.07;
2018;11;01;22;69.8;69.8;
2018;11;01;23;67.64;67.64;
2018;11;01;24;59.11;59.11;
2018;11;02;1;56.86;56.86;
2018;11;02;2;54.24;54.24;
2018;11;02;3;49.55;49.55;
2018;11;02;4;48.9;48.9;
2018;11;02;5;48.1;48.1;
2018;11;02;6;51.15;51.15;
2018;11;02;7;60.18;60.18;
2018;11;02;8;67.2;67.2;
2018;11;02;9;68.4;68.4;
2018;11;02;10;70.07;70.07;
2018;11;02;11;70.71;70.71;
2018;11;02;12;69.8;69.8;
2018;11;02;13;68.4;68.4;
2018;11;02;14;67.2;67.2;
2018;11;02;15;64.2;64.2;
2018;11;02;16;65.82;65.82;
2018;11;02;17;65.85;65.85;
2018;11;02;18;67.64;67.64;
2018;11;02;19;70.69;70.69;
2018;11;02;20;72.5;72.5;
2018;11;02;21;71.42;71.42;
2018;11;02;22;67.23;67.23;
2018;11;02;23;67.89;67.89;
2018;11;02;24;67.16;67.16;
2018;11;03;1;65.21;65.21;
2018;11;03;2;56.27;56.27;
2018;11;03;3;54.94;54.94;
2018;11;03;4;54.13;52.12;
2018;11;03;5;53.74;50.1;
2018;11;03;6;53.74;52.61;
2018;11;03;7;54.24;54.24;
2018;11;03;8;57;57;
2018;11;03;9;61.5;61.5;
2018;11;03;10;65.03;65.03;
2018;11;03;11;64.45;64.45;
2018;11;03;12;66.58;66.58;
2018;11;03;13;67.13;67.13;
2018;11;03;14;67.21;67.21;
2018;11;03;15;66.26;66.26;
2018;11;03;16;63.08;63.08;
2018;11;03;17;62.18;62.18;
2018;11;03;18;70;70;
2018;11;03;19;75;75;
2018;11;03;20;75.56;75.56;
2018;11;03;21;72.69;72.69;
2018;11;03;22;71.96;71.96;
2018;11;03;23;69.36;69.36;
2018;11;03;24;70;70;
2018;11;04;1;69.94;69.94;
2018;11;04;2;67.2;67.2;
2018;11;04;3;63.93;63.93;
2018;11;04;4;58;58;
2018;11;04;5;54.94;54.94;
2018;11;04;6;54.79;54.79;
2018;11;04;7;54.84;54.84;
2018;11;04;8;54.94;54.94;
2018;11;04;9;54.99;54.99;
2018;11;04;10;58.61;58.61;
2018;11;04;11;62.5;62.5;
2018;11;04;12;62.8;62.8;
2018;11;04;13;58.97;58.97;
2018;11;04;14;56.42;56.42;
2018;11;04;15;54.99;54.99;
2018;11;04;16;52.3;52.3;
2018;11;04;17;52.3;52.3;
2018;11;04;18;62.99;62.99;
2018;11;04;19;67.17;67.17;
2018;11;04;20;68.68;68.68;
2018;11;04;21;64.28;64.28;
2018;11;04;22;64.18;64.18;
2018;11;04;23;60.5;60.5;
2018;11;04;24;54.99;54.99;
2018;11;05;1;50.77;50.77;
